"Notes"	"Year"	"Year Code"	"County"	"County Code"	"UCD - Drug/Alcohol Induced Causes"	"UCD - Drug/Alcohol Induced Causes Code"	Deaths	Population	Crude Rate	Crude Rate Standard Error
	"2003"	"2003"	"Audubon County, IA"	"19009"	"All Other Causes"	"O"	81	6479	1250.19293	138.91033
	"2003"	"2003"	"Benton County, IA"	"19011"	"All Other Causes"	"O"	234	25946	901.87312	58.95729
	"2003"	"2003"	"Black Hawk County, IA"	"19013"	"Alcohol-Induced Causes"	"A"	11	126491	Unreliable	2.62202
	"2003"	"2003"	"Black Hawk County, IA"	"19013"	"All Other Causes"	"O"	1112	126491	879.11393	26.36287
	"2003"	"2003"	"Boone County, IA"	"19015"	"All Other Causes"	"O"	269	26232	1025.46508	62.52371
	"2003"	"2003"	"Bremer County, IA"	"19017"	"All Other Causes"	"O"	217	23549	921.48287	62.55433
	"2003"	"2003"	"Buchanan County, IA"	"19019"	"All Other Causes"	"O"	200	20822	960.52252	67.91920
	"2003"	"2003"	"Buena Vista County, IA"	"19021"	"All Other Causes"	"O"	163	20141	809.29447	63.38884
	"2003"	"2003"	"Butler County, IA"	"19023"	"All Other Causes"	"O"	204	14939	1365.55325	95.60785
	"2003"	"2003"	"Calhoun County, IA"	"19025"	"All Other Causes"	"O"	135	10488	1287.18535	110.78328
	"2003"	"2003"	"Carroll County, IA"	"19027"	"All Other Causes"	"O"	219	21024	1041.66667	70.38931
	"2003"	"2003"	"Cass County, IA"	"19029"	"All Other Causes"	"O"	170	14275	1190.89317	91.33734
	"2003"	"2003"	"Cedar County, IA"	"19031"	"All Other Causes"	"O"	175	18224	960.27217	72.58975
	"2003"	"2003"	"Cerro Gordo County, IA"	"19033"	"All Other Causes"	"O"	513	45412	1129.65736	49.87559
	"2003"	"2003"	"Cherokee County, IA"	"19035"	"All Other Causes"	"O"	159	12579	1264.01145	100.24263
	"2003"	"2003"	"Chickasaw County, IA"	"19037"	"All Other Causes"	"O"	167	12770	1307.75255	101.19693
	"2003"	"2003"	"Clarke County, IA"	"19039"	"All Other Causes"	"O"	88	9282	948.07154	101.06477
	"2003"	"2003"	"Clay County, IA"	"19041"	"All Other Causes"	"O"	188	16985	1106.85899	80.72599
	"2003"	"2003"	"Clayton County, IA"	"19043"	"All Other Causes"	"O"	201	18357	1094.95016	77.23183
	"2003"	"2003"	"Clinton County, IA"	"19045"	"All Other Causes"	"O"	559	49585	1127.35706	47.68212
	"2003"	"2003"	"Crawford County, IA"	"19047"	"All Other Causes"	"O"	169	16953	996.87371	76.68259
	"2003"	"2003"	"Dallas County, IA"	"19049"	"All Other Causes"	"O"	312	47118	662.16732	37.48784
	"2003"	"2003"	"Davis County, IA"	"19051"	"All Other Causes"	"O"	103	8534	1206.93696	118.92303
	"2003"	"2003"	"Decatur County, IA"	"19053"	"All Other Causes"	"O"	108	8575	1259.47522	121.19306
	"2003"	"2003"	"Delaware County, IA"	"19055"	"All Other Causes"	"O"	163	18190	896.09676	70.18771
	"2003"	"2003"	"Des Moines County, IA"	"19057"	"All Other Causes"	"O"	433	41047	1054.88830	50.69470
	"2003"	"2003"	"Dickinson County, IA"	"19059"	"All Other Causes"	"O"	185	16339	1132.26024	83.24543
	"2003"	"2003"	"Dubuque County, IA"	"19061"	"All Other Causes"	"O"	781	90012	867.66209	31.04739
	"2003"	"2003"	"Emmet County, IA"	"19063"	"All Other Causes"	"O"	138	10724	1286.83327	109.54252
	"2003"	"2003"	"Fayette County, IA"	"19065"	"All Other Causes"	"O"	252	21604	1166.45066	73.47948
	"2003"	"2003"	"Floyd County, IA"	"19067"	"All Other Causes"	"O"	199	16641	1195.84160	84.77096
	"2003"	"2003"	"Franklin County, IA"	"19069"	"All Other Causes"	"O"	146	10655	1370.24871	113.40259
	"2003"	"2003"	"Fremont County, IA"	"19071"	"All Other Causes"	"O"	97	7743	1252.74441	127.19692
	"2003"	"2003"	"Greene County, IA"	"19073"	"All Other Causes"	"O"	145	9996	1450.58023	120.46413
	"2003"	"2003"	"Grundy County, IA"	"19075"	"All Other Causes"	"O"	144	12348	1166.18076	97.18173
	"2003"	"2003"	"Guthrie County, IA"	"19077"	"All Other Causes"	"O"	155	11343	1366.48153	109.75844
	"2003"	"2003"	"Hamilton County, IA"	"19079"	"All Other Causes"	"O"	163	16366	995.96725	78.01018
	"2003"	"2003"	"Hancock County, IA"	"19081"	"All Other Causes"	"O"	111	11905	932.38135	88.49772
	"2003"	"2003"	"Hardin County, IA"	"19083"	"All Other Causes"	"O"	245	18327	1336.82545	85.40665
	"2003"	"2003"	"Harrison County, IA"	"19085"	"All Other Causes"	"O"	176	15444	1139.60114	85.90067
	"2003"	"2003"	"Henry County, IA"	"19087"	"All Other Causes"	"O"	196	20225	969.09765	69.22126
	"2003"	"2003"	"Howard County, IA"	"19089"	"All Other Causes"	"O"	117	9808	1192.90375	110.28399
	"2003"	"2003"	"Humboldt County, IA"	"19091"	"All Other Causes"	"O"	128	10154	1260.58696	111.42120
	"2003"	"2003"	"Ida County, IA"	"19093"	"All Other Causes"	"O"	98	7571	1294.41289	130.75545
	"2003"	"2003"	"Iowa County, IA"	"19095"	"All Other Causes"	"O"	186	16062	1158.01270	84.90961
	"2003"	"2003"	"Jackson County, IA"	"19097"	"All Other Causes"	"O"	194	20148	962.87473	69.13038
	"2003"	"2003"	"Jasper County, IA"	"19099"	"All Other Causes"	"O"	318	37703	843.43421	47.29744
	"2003"	"2003"	"Jefferson County, IA"	"19101"	"All Other Causes"	"O"	157	16194	969.49487	77.37411
	"2003"	"2003"	"Johnson County, IA"	"19103"	"All Other Causes"	"O"	511	116673	437.97622	19.37493
	"2003"	"2003"	"Jones County, IA"	"19105"	"All Other Causes"	"O"	204	20406	999.70597	69.99342
	"2003"	"2003"	"Keokuk County, IA"	"19107"	"All Other Causes"	"O"	139	11186	1242.62471	105.39805
	"2003"	"2003"	"Kossuth County, IA"	"19109"	"All Other Causes"	"O"	183	16525	1107.41301	81.86233
	"2003"	"2003"	"Lee County, IA"	"19111"	"All Other Causes"	"O"	453	36627	1236.79253	58.10958
	"2003"	"2003"	"Linn County, IA"	"19113"	"Drug-Induced Causes"	"D"	11	196920	Unreliable	1.68425
	"2003"	"2003"	"Linn County, IA"	"19113"	"All Other Causes"	"O"	1469	196920	745.98822	19.46351
	"2003"	"2003"	"Louisa County, IA"	"19115"	"All Other Causes"	"O"	116	12230	948.48733	88.06484
	"2003"	"2003"	"Lucas County, IA"	"19117"	"All Other Causes"	"O"	111	9384	1182.86445	112.27253
	"2003"	"2003"	"Lyon County, IA"	"19119"	"All Other Causes"	"O"	119	11702	1016.92018	93.22092
	"2003"	"2003"	"Madison County, IA"	"19121"	"All Other Causes"	"O"	134	14481	925.35046	79.93810
	"2003"	"2003"	"Mahaska County, IA"	"19123"	"All Other Causes"	"O"	220	22156	992.95902	66.94528
	"2003"	"2003"	"Marion County, IA"	"19125"	"All Other Causes"	"O"	337	32547	1035.42569	56.40323
	"2003"	"2003"	"Marshall County, IA"	"19127"	"All Other Causes"	"O"	497	39397	1261.51737	56.58679
	"2003"	"2003"	"Mills County, IA"	"19129"	"All Other Causes"	"O"	138	14621	943.84789	80.34567
	"2003"	"2003"	"Mitchell County, IA"	"19131"	"All Other Causes"	"O"	122	10830	1126.50046	101.98856
	"2003"	"2003"	"Monona County, IA"	"19133"	"All Other Causes"	"O"	166	9819	1690.59986	131.21600
	"2003"	"2003"	"Monroe County, IA"	"19135"	"All Other Causes"	"O"	95	7954	1194.36761	122.53953
	"2003"	"2003"	"Montgomery County, IA"	"19137"	"All Other Causes"	"O"	149	11211	1329.05182	108.88017
	"2003"	"2003"	"Muscatine County, IA"	"19139"	"All Other Causes"	"O"	417	41654	1001.10434	49.02429
	"2003"	"2003"	"O'Brien County, IA"	"19141"	"All Other Causes"	"O"	192	14762	1300.63677	93.86537
	"2003"	"2003"	"Osceola County, IA"	"19143"	"All Other Causes"	"O"	74	6888	1074.33217	124.88858
	"2003"	"2003"	"Page County, IA"	"19145"	"All Other Causes"	"O"	231	16356	1412.32575	92.92421
	"2003"	"2003"	"Palo Alto County, IA"	"19147"	"All Other Causes"	"O"	132	9748	1354.12392	117.86136
	"2003"	"2003"	"Plymouth County, IA"	"19149"	"All Other Causes"	"O"	231	24858	929.27830	61.14202
	"2003"	"2003"	"Pocahontas County, IA"	"19151"	"All Other Causes"	"O"	119	8170	1456.54835	133.52157
	"2003"	"2003"	"Polk County, IA"	"19153"	"Drug-Induced Causes"	"D"	19	388277	Unreliable	1.12263
	"2003"	"2003"	"Polk County, IA"	"19153"	"Alcohol-Induced Causes"	"A"	26	388277	6.69625	1.31324
	"2003"	"2003"	"Polk County, IA"	"19153"	"All Other Causes"	"O"	2808	388277	723.19504	13.64762
	"2003"	"2003"	"Pottawattamie County, IA"	"19155"	"Alcohol-Induced Causes"	"A"	12	88821	Unreliable	3.90009
	"2003"	"2003"	"Pottawattamie County, IA"	"19155"	"All Other Causes"	"O"	891	88821	1003.14115	33.60649
	"2003"	"2003"	"Poweshiek County, IA"	"19157"	"All Other Causes"	"O"	239	19060	1253.93494	81.11031
	"2003"	"2003"	"Ringgold County, IA"	"19159"	"All Other Causes"	"O"	81	5332	1519.12978	168.79220
	"2003"	"2003"	"Sac County, IA"	"19161"	"All Other Causes"	"O"	165	10967	1504.51354	117.12622
	"2003"	"2003"	"Scott County, IA"	"19163"	"Alcohol-Induced Causes"	"A"	13	158048	Unreliable	2.28130
	"2003"	"2003"	"Scott County, IA"	"19163"	"All Other Causes"	"O"	1340	158048	847.84369	23.16132
	"2003"	"2003"	"Shelby County, IA"	"19165"	"All Other Causes"	"O"	154	12819	1201.34176	96.80688
	"2003"	"2003"	"Sioux County, IA"	"19167"	"All Other Causes"	"O"	262	32318	810.69373	50.08483
	"2003"	"2003"	"Story County, IA"	"19169"	"All Other Causes"	"O"	486	82068	592.19184	26.86237
	"2003"	"2003"	"Tama County, IA"	"19171"	"All Other Causes"	"O"	205	18030	1136.99390	79.41110
	"2003"	"2003"	"Taylor County, IA"	"19173"	"All Other Causes"	"O"	82	6747	1215.35497	134.21350
	"2003"	"2003"	"Union County, IA"	"19175"	"All Other Causes"	"O"	160	12004	1332.88904	105.37413
	"2003"	"2003"	"Van Buren County, IA"	"19177"	"All Other Causes"	"O"	88	7672	1147.02815	122.27361
	"2003"	"2003"	"Wapello County, IA"	"19179"	"All Other Causes"	"O"	404	35750	1130.06993	56.22308
	"2003"	"2003"	"Warren County, IA"	"19181"	"All Other Causes"	"O"	368	42187	872.30663	45.47213
	"2003"	"2003"	"Washington County, IA"	"19183"	"All Other Causes"	"O"	244	21190	1151.48655	73.71637
	"2003"	"2003"	"Wayne County, IA"	"19185"	"All Other Causes"	"O"	93	6614	1406.10826	145.80663
	"2003"	"2003"	"Webster County, IA"	"19187"	"All Other Causes"	"O"	454	39377	1152.95731	54.11097
	"2003"	"2003"	"Winnebago County, IA"	"19189"	"All Other Causes"	"O"	129	11412	1130.38906	99.52521
	"2003"	"2003"	"Winneshiek County, IA"	"19191"	"All Other Causes"	"O"	169	21006	804.53204	61.88708
	"2003"	"2003"	"Woodbury County, IA"	"19193"	"All Other Causes"	"O"	929	102039	910.43621	29.87044
	"2003"	"2003"	"Worth County, IA"	"19195"	"All Other Causes"	"O"	111	7734	1435.22110	136.22516
	"2003"	"2003"	"Wright County, IA"	"19197"	"All Other Causes"	"O"	164	13831	1185.74217	92.59091
	"2003"	"2003"	"Allen County, KS"	"20001"	"All Other Causes"	"O"	211	13940	1513.62984	104.20258
	"2003"	"2003"	"Anderson County, KS"	"20003"	"All Other Causes"	"O"	103	8190	1257.63126	123.91809
	"2003"	"2003"	"Atchison County, KS"	"20005"	"All Other Causes"	"O"	175	16875	1037.03704	78.39263
	"2003"	"2003"	"Barber County, KS"	"20007"	"All Other Causes"	"O"	55	5049	1089.32462	146.88450
	"2003"	"2003"	"Barton County, KS"	"20009"	"All Other Causes"	"O"	299	27581	1084.07962	62.69394
	"2003"	"2003"	"Bourbon County, KS"	"20011"	"All Other Causes"	"O"	181	15187	1191.80878	88.58645
	"2003"	"2003"	"Brown County, KS"	"20013"	"All Other Causes"	"O"	130	10271	1265.69954	111.00919
	"2003"	"2003"	"Butler County, KS"	"20015"	"All Other Causes"	"O"	524	61056	858.22851	37.49189
	"2003"	"2003"	"Chase County, KS"	"20017"	"All Other Causes"	"O"	43	2942	1461.59075	222.89050
	"2003"	"2003"	"Chautauqua County, KS"	"20019"	"All Other Causes"	"O"	69	4143	1665.45981	200.49780
	"2003"	"2003"	"Cherokee County, KS"	"20021"	"All Other Causes"	"O"	249	22138	1124.76285	71.27895
	"2003"	"2003"	"Cheyenne County, KS"	"20023"	"All Other Causes"	"O"	40	2957	1352.72235	213.88418
	"2003"	"2003"	"Clark County, KS"	"20025"	"All Other Causes"	"O"	22	2364	930.62606	198.41014
	"2003"	"2003"	"Clay County, KS"	"20027"	"All Other Causes"	"O"	82	8493	965.50100	106.62175
	"2003"	"2003"	"Cloud County, KS"	"20029"	"All Other Causes"	"O"	168	9886	1699.37285	131.10946
	"2003"	"2003"	"Coffey County, KS"	"20031"	"All Other Causes"	"O"	106	8795	1205.23024	117.06231
	"2003"	"2003"	"Comanche County, KS"	"20033"	"All Other Causes"	"O"	34	1910	1780.10471	305.28544
	"2003"	"2003"	"Cowley County, KS"	"20035"	"All Other Causes"	"O"	431	36300	1187.32782	57.19157
	"2003"	"2003"	"Crawford County, KS"	"20037"	"All Other Causes"	"O"	476	38631	1232.17105	56.47647
	"2003"	"2003"	"Decatur County, KS"	"20039"	"All Other Causes"	"O"	50	3302	1514.23380	214.14500
	"2003"	"2003"	"Dickinson County, KS"	"20041"	"All Other Causes"	"O"	235	19238	1221.54070	79.68453
	"2003"	"2003"	"Doniphan County, KS"	"20043"	"All Other Causes"	"O"	90	8144	1105.10806	116.48862
	"2003"	"2003"	"Douglas County, KS"	"20045"	"All Other Causes"	"O"	525	103570	506.90354	22.12308
	"2003"	"2003"	"Edwards County, KS"	"20047"	"All Other Causes"	"O"	46	3223	1427.24170	210.43531
	"2003"	"2003"	"Elk County, KS"	"20049"	"All Other Causes"	"O"	54	3087	1749.27114	238.04565
	"2003"	"2003"	"Ellis County, KS"	"20051"	"All Other Causes"	"O"	245	27507	890.68237	56.90361
	"2003"	"2003"	"Ellsworth County, KS"	"20053"	"All Other Causes"	"O"	69	6440	1071.42857	128.98484
	"2003"	"2003"	"Finney County, KS"	"20055"	"All Other Causes"	"O"	201	37701	533.14236	37.60496
	"2003"	"2003"	"Ford County, KS"	"20057"	"All Other Causes"	"O"	250	32285	774.35341	48.97441
	"2003"	"2003"	"Franklin County, KS"	"20059"	"All Other Causes"	"O"	227	25312	896.80784	59.52323
	"2003"	"2003"	"Geary County, KS"	"20061"	"All Other Causes"	"O"	191	27532	693.73820	50.19713
	"2003"	"2003"	"Gove County, KS"	"20063"	"All Other Causes"	"O"	48	2947	1628.77503	235.09342
	"2003"	"2003"	"Graham County, KS"	"20065"	"All Other Causes"	"O"	36	2842	1266.71358	211.11893
	"2003"	"2003"	"Grant County, KS"	"20067"	"All Other Causes"	"O"	55	7770	707.85071	95.44657
	"2003"	"2003"	"Gray County, KS"	"20069"	"All Other Causes"	"O"	59	5981	986.45711	128.42578
	"2003"	"2003"	"Greeley County, KS"	"20071"	"All Other Causes"	"O"	19	1377	Unreliable	316.55040
	"2003"	"2003"	"Greenwood County, KS"	"20073"	"All Other Causes"	"O"	126	7493	1681.56946	149.80611
	"2003"	"2003"	"Hamilton County, KS"	"20075"	"All Other Causes"	"O"	24	2694	890.86860	181.84779
	"2003"	"2003"	"Harper County, KS"	"20077"	"All Other Causes"	"O"	105	6308	1664.55295	162.44373
	"2003"	"2003"	"Harvey County, KS"	"20079"	"All Other Causes"	"O"	361	33422	1080.12686	56.84878
	"2003"	"2003"	"Haskell County, KS"	"20081"	"All Other Causes"	"O"	26	4214	616.99098	121.00189
	"2003"	"2003"	"Hodgeman County, KS"	"20083"	"All Other Causes"	"O"	17	2122	Unreliable	194.30281
	"2003"	"2003"	"Jackson County, KS"	"20085"	"All Other Causes"	"O"	121	12983	931.98798	84.72618
	"2003"	"2003"	"Jefferson County, KS"	"20087"	"All Other Causes"	"O"	149	18835	791.08044	64.80783
	"2003"	"2003"	"Jewell County, KS"	"20089"	"All Other Causes"	"O"	54	3421	1578.48582	214.80471
	"2003"	"2003"	"Johnson County, KS"	"20091"	"Drug-Induced Causes"	"D"	31	485689	6.38269	1.14636
	"2003"	"2003"	"Johnson County, KS"	"20091"	"Alcohol-Induced Causes"	"A"	18	485689	Unreliable	0.87353
	"2003"	"2003"	"Johnson County, KS"	"20091"	"All Other Causes"	"O"	2814	485689	579.38310	10.92204
	"2003"	"2003"	"Kearny County, KS"	"20093"	"All Other Causes"	"O"	39	4249	917.86303	146.97571
	"2003"	"2003"	"Kingman County, KS"	"20095"	"All Other Causes"	"O"	110	8544	1287.45318	122.75384
	"2003"	"2003"	"Kiowa County, KS"	"20097"	"All Other Causes"	"O"	35	3175	1102.36220	186.33322
	"2003"	"2003"	"Labette County, KS"	"20099"	"All Other Causes"	"O"	294	22100	1330.31674	77.58565
	"2003"	"2003"	"Lane County, KS"	"20101"	"All Other Causes"	"O"	39	1956	1993.86503	319.27393
	"2003"	"2003"	"Leavenworth County, KS"	"20103"	"All Other Causes"	"O"	546	70939	769.67535	32.93906
	"2003"	"2003"	"Lincoln County, KS"	"20105"	"All Other Causes"	"O"	66	3536	1866.51584	229.75222
	"2003"	"2003"	"Linn County, KS"	"20107"	"All Other Causes"	"O"	94	9775	961.63683	99.18527
	"2003"	"2003"	"Logan County, KS"	"20109"	"All Other Causes"	"O"	32	2925	1094.01709	193.39673
	"2003"	"2003"	"Lyon County, KS"	"20111"	"All Other Causes"	"O"	277	35868	772.27612	46.40158
	"2003"	"2003"	"McPherson County, KS"	"20113"	"All Other Causes"	"O"	323	29239	1104.68894	61.46654
	"2003"	"2003"	"Marion County, KS"	"20115"	"All Other Causes"	"O"	164	13240	1238.67069	96.72393
	"2003"	"2003"	"Marshall County, KS"	"20117"	"All Other Causes"	"O"	164	10451	1569.22783	122.53611
	"2003"	"2003"	"Meade County, KS"	"20119"	"All Other Causes"	"O"	60	4595	1305.76714	168.57381
	"2003"	"2003"	"Miami County, KS"	"20121"	"All Other Causes"	"O"	253	29437	859.46258	54.03395
	"2003"	"2003"	"Mitchell County, KS"	"20123"	"All Other Causes"	"O"	100	6688	1495.21531	149.52153
	"2003"	"2003"	"Montgomery County, KS"	"20125"	"All Other Causes"	"O"	487	35152	1385.41193	62.77901
	"2003"	"2003"	"Morris County, KS"	"20127"	"All Other Causes"	"O"	88	5922	1485.98446	158.40648
	"2003"	"2003"	"Morton County, KS"	"20129"	"All Other Causes"	"O"	31	3403	910.96092	163.61341
	"2003"	"2003"	"Nemaha County, KS"	"20131"	"All Other Causes"	"O"	140	10490	1334.60439	112.79466
	"2003"	"2003"	"Neosho County, KS"	"20133"	"All Other Causes"	"O"	226	16615	1360.21667	90.48027
	"2003"	"2003"	"Ness County, KS"	"20135"	"All Other Causes"	"O"	54	3274	1649.35858	224.44927
	"2003"	"2003"	"Norton County, KS"	"20137"	"All Other Causes"	"O"	70	5852	1196.17225	142.96993
	"2003"	"2003"	"Osage County, KS"	"20139"	"All Other Causes"	"O"	180	16722	1076.42626	80.23208
	"2003"	"2003"	"Osborne County, KS"	"20141"	"All Other Causes"	"O"	78	4149	1879.97108	212.86481
	"2003"	"2003"	"Ottawa County, KS"	"20143"	"All Other Causes"	"O"	90	6153	1462.70112	154.18224
	"2003"	"2003"	"Pawnee County, KS"	"20145"	"All Other Causes"	"O"	86	6964	1234.92246	133.16511
	"2003"	"2003"	"Phillips County, KS"	"20147"	"All Other Causes"	"O"	95	5748	1652.74878	169.56845
	"2003"	"2003"	"Pottawatomie County, KS"	"20149"	"All Other Causes"	"O"	169	18925	892.99868	68.69221
	"2003"	"2003"	"Pratt County, KS"	"20151"	"All Other Causes"	"O"	109	9575	1138.38120	109.03714
	"2003"	"2003"	"Rawlins County, KS"	"20153"	"All Other Causes"	"O"	40	2836	1410.43724	223.00971
	"2003"	"2003"	"Reno County, KS"	"20155"	"All Other Causes"	"O"	635	63990	992.34255	39.37991
	"2003"	"2003"	"Republic County, KS"	"20157"	"All Other Causes"	"O"	93	5395	1723.81835	178.75164
	"2003"	"2003"	"Rice County, KS"	"20159"	"All Other Causes"	"O"	127	10465	1213.56904	107.68684
	"2003"	"2003"	"Riley County, KS"	"20161"	"All Other Causes"	"O"	276	62922	438.63831	26.40292
	"2003"	"2003"	"Rooks County, KS"	"20163"	"All Other Causes"	"O"	70	5430	1289.13444	154.08104
	"2003"	"2003"	"Rush County, KS"	"20165"	"All Other Causes"	"O"	45	3439	1308.51992	195.06263
	"2003"	"2003"	"Russell County, KS"	"20167"	"All Other Causes"	"O"	102	7032	1450.51195	143.62208
	"2003"	"2003"	"Saline County, KS"	"20169"	"All Other Causes"	"O"	492	54018	910.80751	41.06237
	"2003"	"2003"	"Scott County, KS"	"20171"	"All Other Causes"	"O"	51	4865	1048.30421	146.79195
	"2003"	"2003"	"Sedgwick County, KS"	"20173"	"Drug-Induced Causes"	"D"	61	462442	13.19084	1.68891
	"2003"	"2003"	"Sedgwick County, KS"	"20173"	"Alcohol-Induced Causes"	"A"	48	462442	10.37968	1.49818
	"2003"	"2003"	"Sedgwick County, KS"	"20173"	"All Other Causes"	"O"	3747	462442	810.26377	13.23685
	"2003"	"2003"	"Seward County, KS"	"20175"	"All Other Causes"	"O"	145	22647	640.26140	53.17082
	"2003"	"2003"	"Shawnee County, KS"	"20177"	"Drug-Induced Causes"	"D"	17	170854	Unreliable	2.41323
	"2003"	"2003"	"Shawnee County, KS"	"20177"	"Alcohol-Induced Causes"	"A"	14	170854	Unreliable	2.18997
	"2003"	"2003"	"Shawnee County, KS"	"20177"	"All Other Causes"	"O"	1709	170854	1000.26924	24.19613
	"2003"	"2003"	"Sheridan County, KS"	"20179"	"All Other Causes"	"O"	34	2659	1278.67619	219.29116
	"2003"	"2003"	"Sherman County, KS"	"20181"	"All Other Causes"	"O"	66	6293	1048.78436	129.09643
	"2003"	"2003"	"Smith County, KS"	"20183"	"All Other Causes"	"O"	78	4246	1837.02308	208.00190
	"2003"	"2003"	"Stafford County, KS"	"20185"	"All Other Causes"	"O"	46	4559	1008.99320	148.76793
	"2003"	"2003"	"Stanton County, KS"	"20187"	"All Other Causes"	"O"	19	2366	Unreliable	184.23072
	"2003"	"2003"	"Stevens County, KS"	"20189"	"All Other Causes"	"O"	49	5473	895.30422	127.90060
	"2003"	"2003"	"Sumner County, KS"	"20191"	"All Other Causes"	"O"	292	25248	1156.52725	67.68064
	"2003"	"2003"	"Thomas County, KS"	"20193"	"All Other Causes"	"O"	62	8040	771.14428	97.93542
	"2003"	"2003"	"Trego County, KS"	"20195"	"All Other Causes"	"O"	36	3097	1162.41524	193.73587
	"2003"	"2003"	"Wabaunsee County, KS"	"20197"	"All Other Causes"	"O"	65	6759	961.68072	119.28181
	"2003"	"2003"	"Wallace County, KS"	"20199"	"All Other Causes"	"O"	26	1623	1601.97166	314.17249
	"2003"	"2003"	"Washington County, KS"	"20201"	"All Other Causes"	"O"	94	6156	1526.96556	157.49447
	"2003"	"2003"	"Wichita County, KS"	"20203"	"All Other Causes"	"O"	19	2431	Unreliable	179.30477
	"2003"	"2003"	"Wilson County, KS"	"20205"	"All Other Causes"	"O"	147	10063	1460.79698	120.48450
	"2003"	"2003"	"Woodson County, KS"	"20207"	"All Other Causes"	"O"	60	3572	1679.73124	216.85237
	"2003"	"2003"	"Wyandotte County, KS"	"20209"	"Drug-Induced Causes"	"D"	11	156276	Unreliable	2.12229
	"2003"	"2003"	"Wyandotte County, KS"	"20209"	"All Other Causes"	"O"	1504	156276	962.39986	24.81599
	"2003"	"2003"	"Adair County, KY"	"21001"	"All Other Causes"	"O"	183	17924	1020.97746	75.47283
	"2003"	"2003"	"Allen County, KY"	"21003"	"All Other Causes"	"O"	223	18434	1209.72117	81.00892
	"2003"	"2003"	"Anderson County, KY"	"21005"	"All Other Causes"	"O"	166	19504	851.10747	66.05875
	"2003"	"2003"	"Ballard County, KY"	"21007"	"All Other Causes"	"O"	99	8254	1199.41846	120.54609
	"2003"	"2003"	"Barren County, KY"	"21009"	"All Other Causes"	"O"	433	39164	1105.60719	53.13209
	"2003"	"2003"	"Bath County, KY"	"21011"	"All Other Causes"	"O"	143	11428	1251.31257	104.64001
	"2003"	"2003"	"Bell County, KY"	"21013"	"Drug-Induced Causes"	"D"	17	29478	Unreliable	13.98706
	"2003"	"2003"	"Bell County, KY"	"21013"	"All Other Causes"	"O"	380	29478	1289.09695	66.12928
	"2003"	"2003"	"Boone County, KY"	"21015"	"Drug-Induced Causes"	"D"	14	96680	Unreliable	3.87015
	"2003"	"2003"	"Boone County, KY"	"21015"	"All Other Causes"	"O"	543	96680	561.64667	24.10257
	"2003"	"2003"	"Bourbon County, KY"	"21017"	"All Other Causes"	"O"	211	19563	1078.56668	74.25159
	"2003"	"2003"	"Boyd County, KY"	"21019"	"All Other Causes"	"O"	579	49754	1163.72553	48.36278
	"2003"	"2003"	"Boyle County, KY"	"21021"	"All Other Causes"	"O"	293	27451	1067.35638	62.35563
	"2003"	"2003"	"Bracken County, KY"	"21023"	"All Other Causes"	"O"	78	8387	930.01073	105.30298
	"2003"	"2003"	"Breathitt County, KY"	"21025"	"All Other Causes"	"O"	173	15098	1145.84713	87.11714
	"2003"	"2003"	"Breckinridge County, KY"	"21027"	"All Other Causes"	"O"	205	19209	1067.20808	74.53705
	"2003"	"2003"	"Bullitt County, KY"	"21029"	"All Other Causes"	"O"	392	65074	602.39112	30.42535
	"2003"	"2003"	"Butler County, KY"	"21031"	"All Other Causes"	"O"	122	12957	941.57598	85.24628
	"2003"	"2003"	"Caldwell County, KY"	"21033"	"All Other Causes"	"O"	164	12802	1281.04984	100.03319
	"2003"	"2003"	"Calloway County, KY"	"21035"	"All Other Causes"	"O"	364	34896	1043.09950	54.67327
	"2003"	"2003"	"Campbell County, KY"	"21037"	"Drug-Induced Causes"	"D"	15	88259	Unreliable	4.38820
	"2003"	"2003"	"Campbell County, KY"	"21037"	"All Other Causes"	"O"	856	88259	969.87276	33.14957
	"2003"	"2003"	"Carlisle County, KY"	"21039"	"All Other Causes"	"O"	72	5255	1370.12369	161.47063
	"2003"	"2003"	"Carroll County, KY"	"21041"	"All Other Causes"	"O"	122	10372	1176.24373	106.49210
	"2003"	"2003"	"Carter County, KY"	"21043"	"All Other Causes"	"O"	277	27504	1007.12624	60.51235
	"2003"	"2003"	"Casey County, KY"	"21045"	"All Other Causes"	"O"	191	15690	1217.33588	88.08333
	"2003"	"2003"	"Christian County, KY"	"21047"	"Alcohol-Induced Causes"	"A"	10	71547	Unreliable	4.41986
	"2003"	"2003"	"Christian County, KY"	"21047"	"All Other Causes"	"O"	597	71547	834.41654	34.15040
	"2003"	"2003"	"Clark County, KY"	"21049"	"All Other Causes"	"O"	295	33672	876.09884	51.00845
	"2003"	"2003"	"Clay County, KY"	"21051"	"All Other Causes"	"O"	236	23635	998.51915	64.99806
	"2003"	"2003"	"Clinton County, KY"	"21053"	"All Other Causes"	"O"	124	9825	1262.08651	113.33871
	"2003"	"2003"	"Crittenden County, KY"	"21055"	"All Other Causes"	"O"	126	9234	1364.52242	121.56132
	"2003"	"2003"	"Cumberland County, KY"	"21057"	"All Other Causes"	"O"	88	7151	1230.59712	131.18209
	"2003"	"2003"	"Daviess County, KY"	"21059"	"Drug-Induced Causes"	"D"	14	92457	Unreliable	4.04692
